tile_size_v,trial,mean_share,mean_share_percent,median_share,median_share_percent
16,55,0.005855319555848837,0.5855319555848837,0.0054701147601008415,0.5470114760100842
16,56,0.005889850668609142,0.5889850668609142,0.00545473163947463,0.545473163947463
16,57,0.005814429372549057,0.5814429372549057,0.005421367008239031,0.5421367008239031
16,58,0.0058478000573813915,0.5847800057381392,0.005524675827473402,0.5524675827473402
16,59,0.006028211675584316,0.6028211675584316,0.005574286449700594,0.5574286449700594
16,60,0.0057600331492722034,0.5760033149272203,0.005329812876880169,0.5329812876880169
16,61,0.00583622744306922,0.583622744306922,0.005447970237582922,0.5447970237582922
16,62,0.005759463645517826,0.5759463645517826,0.005378480535000563,0.5378480535000563
16,63,0.005793125834316015,0.5793125834316015,0.005410918965935707,0.5410918965935707
16,64,0.005862995516508818,0.5862995516508818,0.005393696017563343,0.5393696017563343
16,65,0.005987389944493771,0.5987389944493771,0.005593028385192156,0.5593028385192156
16,66,0.00593214575201273,0.593214575201273,0.00552418502047658,0.552418502047658
16,67,0.005715858191251755,0.5715858191251755,0.005326614249497652,0.5326614249497652
16,68,0.005804852582514286,0.5804852582514286,0.0054002972319722176,0.5400297231972218
16,69,0.0057630157098174095,0.576301570981741,0.005385949742048979,0.5385949742048979
16,70,0.005947004072368145,0.5947004072368145,0.005587066523730755,0.5587066523730755
16,71,0.005899348761886358,0.5899348761886358,0.00548768462613225,0.548768462613225
16,72,0.005922052077949047,0.5922052077949047,0.005579996854066849,0.5579996854066849
16,73,0.005842932034283876,0.5842932034283876,0.005440291482955217,0.5440291482955217
16,74,0.005830696783959866,0.5830696783959866,0.005426602438092232,0.5426602438092232
16,75,0.0058763111010193825,0.5876311101019382,0.005418356973677874,0.5418356973677874
16,76,0.005940345581620932,0.5940345581620932,0.005519361235201359,0.5519361235201359
16,77,0.005894274450838566,0.5894274450838566,0.005424110218882561,0.5424110218882561
16,78,0.005869649816304445,0.5869649816304445,0.005499929189682007,0.5499929189682007
16,79,0.005842923652380705,0.5842923652380705,0.005414542742073536,0.5414542742073536
16,80,0.005889559630304575,0.5889559630304575,0.005488050170242786,0.5488050170242786
16,81,0.005762551911175251,0.5762551911175251,0.005389739293605089,0.5389739293605089
16,82,0.0057962387800216675,0.5796238780021667,0.005341530777513981,0.5341530777513981
16,83,0.005900506395846605,0.5900506395846605,0.005536900367587805,0.5536900367587805
16,84,0.005848974455147982,0.5848974455147982,0.005484487861394882,0.5484487861394882
16,85,0.005742523819208145,0.5742523819208145,0.005384410731494427,0.5384410731494427
16,86,0.005895798094570637,0.5895798094570637,0.005455422215163708,0.5455422215163708
16,87,0.005921800620853901,0.5921800620853901,0.00546955456957221,0.546955456957221
16,88,0.006022946909070015,0.6022946909070015,0.005631288513541222,0.5631288513541222
16,89,0.005809670779854059,0.5809670779854059,0.005375578533858061,0.5375578533858061
16,90,0.005990724079310894,0.5990724079310894,0.0055979578755795956,0.5597957875579596
16,91,0.005839297082275152,0.5839297082275152,0.005508956965059042,0.5508956965059042
16,92,0.005883695557713509,0.5883695557713509,0.005523643922060728,0.5523643922060728
16,93,0.005879741627722979,0.5879741627722979,0.005533040501177311,0.5533040501177311
16,94,0.005911111366003752,0.5911111366003752,0.00555825512856245,0.555825512856245
16,95,0.005862068384885788,0.5862068384885788,0.005402310285717249,0.5402310285717249
16,96,0.005891247186809778,0.5891247186809778,0.005490094423294067,0.5490094423294067
16,97,0.005889412015676498,0.5889412015676498,0.005518753081560135,0.5518753081560135
16,98,0.005869475193321705,0.5869475193321705,0.005419185850769281,0.5419185850769281
16,99,0.005856512580066919,0.5856512580066919,0.005514902528375387,0.5514902528375387
32,0,0.012207700870931149,1.2207700870931149,0.011758316308259964,1.1758316308259964
32,1,0.011973937042057514,1.1973937042057514,0.01161150261759758,1.161150261759758
32,2,0.011984152719378471,1.1984152719378471,0.011556901037693024,1.1556901037693024
32,3,0.012086426839232445,1.2086426839232445,0.011691173538565636,1.1691173538565636
32,4,0.012207712046802044,1.2207712046802044,0.011750505305826664,1.1750505305826664
32,5,0.012164713814854622,1.2164713814854622,0.011700388975441456,1.1700388975441456
32,6,0.012159097008407116,1.2159097008407116,0.0117228664457798,1.17228664457798
32,7,0.012144370004534721,1.2144370004534721,0.011733165942132473,1.1733165942132473
32,8,0.012234976515173912,1.2234976515173912,0.011778074316680431,1.1778074316680431
32,9,0.012158778496086597,1.2158778496086597,0.011676722206175327,1.1676722206175327
32,10,0.01201760396361351,1.201760396361351,0.01164298877120018,1.164298877120018
32,11,0.012126157060265541,1.212615706026554,0.011617464013397694,1.1617464013397694
32,12,0.01198936253786087,1.198936253786087,0.011470124125480652,1.1470124125480652
32,13,0.012153607793152332,1.2153607793152332,0.011696290224790573,1.1696290224790573
32,14,0.01203010231256485,1.203010231256485,0.01155139785259962,1.155139785259962
32,15,0.012177358381450176,1.2177358381450176,0.011752028949558735,1.1752028949558735
32,16,0.012097478844225407,1.2097478844225407,0.011697421781718731,1.169742178171873
32,17,0.011976164765655994,1.1976164765655994,0.011602389626204967,1.1602389626204967
32,18,0.012168300338089466,1.2168300338089466,0.011776984669268131,1.1776984669268131
32,19,0.012265041470527649,1.226504147052765,0.011843834072351456,1.1843834072351456
32,20,0.012146520428359509,1.2146520428359509,0.011634133756160736,1.1634133756160736
32,21,0.011979149654507637,1.1979149654507637,0.011477235704660416,1.1477235704660416
32,22,0.012143447063863277,1.2143447063863277,0.011695386841893196,1.1695386841893196
32,23,0.012161972932517529,1.2161972932517529,0.011703736148774624,1.1703736148774624
32,24,0.012046637013554573,1.2046637013554573,0.011652721092104912,1.1652721092104912
32,25,0.012201364152133465,1.2201364152133465,0.011684640310704708,1.1684640310704708
32,26,0.012162589468061924,1.2162589468061924,0.011651255190372467,1.1651255190372467
32,27,0.012091832235455513,1.2091832235455513,0.011622858233749866,1.1622858233749866
32,28,0.012141738086938858,1.2141738086938858,0.011610918678343296,1.1610918678343296
32,29,0.01222087349742651,1.222087349742651,0.011812878772616386,1.1812878772616386
32,30,0.012092779390513897,1.2092779390513897,0.01161218248307705,1.161218248307705
32,31,0.012178302742540836,1.2178302742540836,0.011707348749041557,1.1707348749041557
32,32,0.012035558000206947,1.2035558000206947,0.011630755849182606,1.1630755849182606
32,33,0.012294703163206577,1.2294703163206577,0.011838440783321857,1.1838440783321857
32,34,0.012354522943496704,1.2354522943496704,0.011943873018026352,1.1943873018026352
32,35,0.012078488245606422,1.2078488245606422,0.011569052934646606,1.1569052934646606
32,36,0.01224213931709528,1.224213931709528,0.011854086071252823,1.1854086071252823
32,37,0.012029473669826984,1.2029473669826984,0.011517749167978764,1.1517749167978764
32,38,0.012039454653859138,1.2039454653859138,0.011611079797148705,1.1611079797148705
